registration_number,business_type,registration_date,name_in_pdf,search_name,association,source_page,match_status,match_count,official_name,corporate_number,official_address_with_postcode
6715,第３種,平成25年10月17日,ジャパン・カルチャーコミュニケーション株式会社,ジャパン・カルチャーコミュニケーション株式会社,ＡＮＴＡ,11,unique_match,1,ジャパン・カルチャーコミュニケーション株式会社,7010001154936,〒135-0045 東京都江東区古石場３丁目１番７の５０２
6718,第３種,平成25年10月17日,株式会社オーダス(ＡＵＤＡＣＥ　Ｖｏｙａｇｅ),株式会社オーダス,,11,unique_match,1,株式会社オーダス,7010001123362,〒112-0011 東京都文京区千石１丁目９番１７号
6719,第３種,平成25年10月17日,有限会社ユーリンクプランニング,有限会社ユーリンクプランニング,,11,unique_match,1,有限会社ユーリンクプランニング,2011102010371,〒107-0051 東京都港区元赤坂１丁目１番７号
6722,地域限定,平成25年10月24日,岡部　重久(数馬の湯トラベル),岡部　重久,,11,not_found,0,,,
6725,第３種,平成25年11月14日,ソラーレホテルズアンドリゾーツ株式会社,ソラーレホテルズアンドリゾーツ株式会社,,11,unique_match,1,ソラーレホテルズアンドリゾーツ株式会社,9010001144729,〒105-0014 東京都港区芝１丁目５番１２号
6732,第３種,平成25年12月19日,石河　真通(三友観光社),石河　真通,ＡＮＴＡ,11,not_found,0,,,
6735,第２種,平成26年01月09日,株式会社トラベルロード,株式会社トラベルロード,ＪＡＴＡ,11,duplicate_name,2,,,
6737,第３種,平成26年01月09日,松井　聡司(ＥＰＪＡＰＡＮ),松井　聡司,,11,not_found,0,,,
6740,第３種,平成26年01月16日,有路　重明(国際旅行サービス),有路　重明,,11,not_found,0,,,
6743,第３種,平成26年01月23日,ジャパンドリームツアー株式会社(ＪＡＰＡＮ　ＤＲＥＡＭ　ＴＯＵＲ),ジャパンドリームツアー株式会社,ＡＮＴＡ,11,unique_match,1,ジャパンドリームツアー株式会社,3010401109196,〒107-0052 東京都港区赤坂３丁目１１番１５号ＶＯＲＴ赤坂見附４階
6744,第３種,平成26年02月06日,株式会社ハルカゼ旅行社,株式会社ハルカゼ旅行社,ＪＡＴＡ,11,unique_match,1,株式会社ハルカゼ旅行社,8010901032983,〒150-0002 東京都渋谷区渋谷１丁目１番３号アミーホール６階
6746,第３種,平成26年02月13日,スカイレイク株式会社,スカイレイク株式会社,,11,unique_match,1,スカイレイク株式会社,5011501018228,〒116-0011 東京都荒川区西尾久４丁目２４番９号エスカイア西尾久１０５室
6748,第３種,平成26年02月13日,株式会社モードツアージャパン,株式会社モードツアージャパン,,11,unique_match,1,株式会社モードツアージャパン,5011101068375,〒160-0021 東京都新宿区歌舞伎町２丁目４１番１２号
6749,第３種,平成26年02月13日,株式会社クラブツーリズム･スペースツアーズ,株式会社クラブツーリズム･スペースツアーズ,,11,unique_match,1,株式会社クラブツーリズム・スペースツアーズ,9011101068768,〒135-0061 東京都江東区豊洲５丁目６番５２号
6754,第３種,平成26年02月27日,合同会社コンテンツツーリズム振興機構(ミャンにゃんＮＥＴ),合同会社コンテンツツーリズム振興機構,ＪＡＴＡ,11,unique_match,1,合同会社コンテンツツーリズム振興機構,4012403001776,〒184-0011 東京都小金井市東町４丁目２０番２号
6755,第３種,平成26年02月27日,株式会社シーアイエム,株式会社シーアイエム,ＡＮＴＡ,11,duplicate_name,4,,,
6756,第３種,平成26年04月03日,株式会社カノン,株式会社カノン,ＪＡＴＡ,11,duplicate_name,72,,,
6757,第２種,平成26年03月06日,合同会社開運祥天(フジヤマ　ツーリスト),合同会社開運祥天,ＡＮＴＡ,11,unique_match,1,合同会社開運祥天,3010103000505,〒193-0816 東京都八王子市大楽寺町１４８番地１
6759,第３種,平成24年03月27日,東和国際株式会社,東和国際株式会社,ＡＮＴＡ,11,duplicate_name,3,,,
6760,第２種,平成26年03月20日,株式会社大和,株式会社大和,,11,duplicate_name,390,,,
6762,第３種,平成26年03月20日,株式会社ソティア,株式会社ソティア,ＪＡＴＡ,11,unique_match,1,株式会社ソティア,8011101068496,〒162-0067 東京都新宿区富久町１番５号
6764,第３種,平成26年03月27日,株式会社ＢＳＡＣ,株式会社ＢＳＡＣ,ＡＮＴＡ,11,unique_match,1,株式会社ＢＳＡＣ,4010001140591,〒101-0035 東京都千代田区神田紺屋町１３
6765,第３種,平成26年03月27日,株式会社ＱＨホリデー,株式会社ＱＨホリデー,ＪＡＴＡ,11,unique_match,1,株式会社ＱＨホリデー,8010001158036,〒170-0013 東京都豊島区東池袋２丁目６２－９－５０１号室
6766,第３種,平成26年03月27日,ジェイ・ユー・サービス株式会社,ジェイ・ユー・サービス株式会社,,11,unique_match,1,ジェイ・ユー・サービス株式会社,7012401025089,〒186-0002 東京都国立市東１丁目１２番地の１３
6771,第３種,平成26年04月10日,株式会社ジャパンフライトツアーズ(ジェイエフティー),株式会社ジャパンフライトツアーズ,,11,unique_match,1,株式会社ジャパンフライトツアーズ,8010001154225,〒102-0083 東京都千代田区麹町３丁目５－２－４０２ビュレックス麴町
6774,第３種,平成26年04月17日,一般社団法人アカデミアサポート,一般社団法人アカデミアサポート,,11,unique_match,1,一般社団法人アカデミアサポート,7011105006016,〒160-0022 東京都新宿区新宿１丁目２４番７－９２０号
6775,第３種,平成26年04月17日,株式会社誠信インターナショナル(アイビスツアー),株式会社誠信インターナショナル,ＡＮＴＡ,11,unique_match,1,株式会社誠信インターナショナル,5011701017839,〒134-0083 東京都江戸川区中葛西３丁目１４番３号
6776,第３種,平成26年04月24日,株式会社ＡＳトラベル,株式会社ＡＳトラベル,,11,unique_match,1,株式会社ＡＳトラベル,2011401017654,〒175-0092 東京都板橋区赤塚６丁目４番２３号
6778,第３種,平成26年04月24日,株式会社ＪＣＷトラベル,株式会社ＪＣＷトラベル,,11,unique_match,1,株式会社ＪＣＷトラベル,6010001142982,〒101-0024 東京都千代田区神田和泉町１－３－９本間屋ビル３階Ｃ号室
6782,第２種,平成26年05月08日,Ｔｒｕｅ　Ｊａｐａｎ　Ｔｏｕｒ株式会社,Ｔｒｕｅ　Ｊａｐａｎ　Ｔｏｕｒ株式会社,,11,unique_match,1,Ｔｒｕｅ　Ｊａｐａｎ　Ｔｏｕｒ株式会社,2010001152564,〒105-0011 東京都港区芝公園３丁目５番８号機械振興会館
6783,第３種,平成26年05月15日,株式会社ダックトラベルジャパン,株式会社ダックトラベルジャパン,ＪＡＴＡ,11,unique_match,1,株式会社ダックトラベルジャパン,3010401110121,〒105-0003 東京都港区西新橋２丁目１５番１７号リッツ虎ノ門
6784,第３種,平成26年05月22日,トップウェル株式会社(ビッグパンダ旅行),トップウェル株式会社,,11,duplicate_name,2,,,
6787,第３種,平成26年05月29日,日本空港ビルデング株式会社,日本空港ビルデング株式会社,,11,unique_match,1,日本空港ビルデング株式会社,7010801014496,〒144-0041 東京都大田区羽田空港３丁目３番２号
6790,第３種,平成26年06月05日,株式会社ひとたび,株式会社ひとたび,,11,unique_match,1,株式会社ひとたび,6010901034016,〒158-0085 東京都世田谷区玉川田園調布１丁目５番７号
6792,第３種,平成26年06月12日,ツニブラトラベル・ジャパン株式会社,ツニブラトラベル・ジャパン株式会社,ＪＡＴＡ,11,unique_match,1,ツニブラトラベル・ジャパン株式会社,8010001160264,〒104-0032 東京都中央区八丁堀４丁目１３番５号幸ビル
6793,第２種,平成26年06月26日,株式会社船井総合研究所,株式会社船井総合研究所,,11,unique_match,1,株式会社船井総合研究所,5120001180782,〒104-0028 東京都中央区八重洲２丁目２番１号
6794,第２種,平成26年06月26日,株式会社プラネットアドベンチャー,株式会社プラネットアドベンチャー,ＡＮＴＡ,11,unique_match,1,株式会社プラネットアドベンチャー,4011001099439,〒150-0045 東京都渋谷区神泉町１２番５号ジェイパーク渋谷神泉６０１号室
6795,第２種,平成26年06月26日,株式会社東旅,株式会社東旅,ＡＮＴＡ,11,unique_match,1,株式会社東旅,4010001145319,〒102-0081 東京都千代田区四番町４番地９
6796,第２種,平成26年07月03日,株式会社インテレクト(アイツアー),株式会社インテレクト,ＡＮＴＡ,11,duplicate_name,15,,,
6799,第３種,平成26年07月10日,株式会社アイザヤジャパン,株式会社アイザヤジャパン,ＡＮＴＡ,11,unique_match,1,株式会社アイザヤジャパン,6010001113513,〒104-0033 東京都中央区新川２丁目３番４号
6802,第２種,平成26年07月24日,アソビュー株式会社,アソビュー株式会社,,11,unique_match,1,アソビュー株式会社,1040001042350,〒141-0032 東京都品川区大崎１丁目１１番２号
6803,第３種,平成21年11月17日,株式会社Ｊ＆Ｊヒューマンソリューションズ,株式会社Ｊ＆Ｊヒューマンソリューションズ,,11,unique_match,1,株式会社Ｊ＆Ｊヒューマンソリューションズ,6010001097566,〒141-0031 東京都品川区西五反田３丁目７番１０号
6804,第２種,平成26年07月17日,株式会社インターナショナル・インターフェイス(ＩＴＩ),株式会社インターナショナル・インターフェイス,ＡＮＴＡ,11,unique_match,1,株式会社インターナショナル・インターフェイス,5010401097927,〒107-0062 東京都港区南青山２丁目２６番３２－４０２号
6806,第３種,平成26年07月24日,有限会社メイショウ(みさきトラベル),有限会社メイショウ,,11,duplicate_name,10,,,
6808,第３種,平成26年07月31日,安全サポート株式会社,安全サポート株式会社,,11,duplicate_name,2,,,
6809,第３種,平成26年08月07日,株式会社東洋旅行,株式会社東洋旅行,ＪＡＴＡ,11,duplicate_name,2,,,
6812,第２種,平成26年08月14日,株式会社エスティーオー,株式会社エスティーオー,ＡＮＴＡ,11,duplicate_name,3,,,
6814,第２種,平成26年08月14日,株式会社駅探,株式会社駅探,ＪＡＴＡ,11,unique_match,1,株式会社駅探,9010001092069,〒102-0083 東京都千代田区麹町５丁目４番地
6818,第２種,平成26年08月28日,株式会社大原キャリアスタッフ,株式会社大原キャリアスタッフ,ＡＮＴＡ,11,unique_match,1,株式会社大原キャリアスタッフ,8010001012911,〒101-0065 東京都千代田区西神田２丁目３番６号
6822,第３種,平成26年09月04日,株式会社ＭＴＳ,株式会社ＭＴＳ,ＡＮＴＡ,11,duplicate_name,69,,,
6824,第３種,平成26年09月04日,株式会社南街観光バス,株式会社南街観光バス,ＡＮＴＡ,11,unique_match,1,株式会社南街観光バス,1012801003567,〒207-0031 東京都東大和市奈良橋４丁目５８７番地の１３
6825,第２種,平成26年09月04日,株式会社ロックガレージ,株式会社ロックガレージ,ＪＡＴＡ,12,unique_match,1,株式会社ロックガレージ,9010901032041,〒150-0043 東京都渋谷区道玄坂２丁目２５番１２号
6828,第３種,平成26年09月11日,Ｓ＆Ｊインターナショナル株式会社,Ｓ＆Ｊインターナショナル株式会社,,12,unique_match,1,Ｓ＆Ｊインターナショナル株式会社,9010001160585,〒101-0042 東京都千代田区神田東松下町２８番地１６
6829,第３種,平成26年09月18日,株式会社ＳＭＴ,株式会社ＳＭＴ,,12,duplicate_name,22,,,
6831,第３種,平成26年09月18日,株式会社ＢＨＢ,株式会社ＢＨＢ,,12,duplicate_name,4,,,
6832,第３種,平成26年09月25日,賀矢インターナショナル株式会社(Ｇ．Ｉ．Ｔ．Ａ．),賀矢インターナショナル株式会社,ＡＮＴＡ,12,unique_match,1,賀矢インターナショナル株式会社,6010001162469,〒136-0076 東京都江東区南砂６丁目７番５０号
6834,第３種,平成26年10月09日,株式会社ＴＯＫＩ,株式会社ＴＯＫＩ,,12,duplicate_name,22,,,
6836,第２種,平成26年10月09日,株式会社エアサーブ,株式会社エアサーブ,ＪＡＴＡ,12,unique_match,1,株式会社エアサーブ,7013201016625,〒105-0022 東京都港区海岸１丁目１６番１号
6839,第３種,平成26年10月23日,北澤　由美子(ＡＬＴＯエアーズ),北澤　由美子,,12,not_found,0,,,
6842,第３種,平成26年10月30日,株式会社日栄国際,株式会社日栄国際,ＡＮＴＡ,12,unique_match,1,株式会社日栄国際,8010401036469,〒173-0004 東京都板橋区板橋２丁目４１番６号小林ハイツ４０１号
6844,第３種,平成26年11月06日,ヤポーニヤトラベルセンター株式会社,ヤポーニヤトラベルセンター株式会社,,12,unique_match,1,ヤポーニヤトラベルセンター株式会社,7011001052064,〒151-0073 東京都渋谷区笹塚１丁目５６番７号
6845,第２種,平成26年11月06日,一般社団法人全国農協観光協会,一般社団法人全国農協観光協会,ＡＮＴＡ,12,unique_match,1,一般社団法人全国農協観光協会,7010005005177,〒101-0021 東京都千代田区外神田１丁目１６番８号
6847,第２種,平成19年10月26日,株式会社ナクアホテル＆リゾーツマネジメント(ナクアトラベル),株式会社ナクアホテル＆リゾーツマネジメント,ＡＮＴＡ,12,unique_match,1,株式会社ナクアホテル＆リゾーツマネジメント,6010401091301,〒106-0032 東京都港区六本木６丁目２番３１号
6849,第３種,平成26年11月13日,株式会社ＭＩＡ　Ｓｅｌｅｃｔ,株式会社ＭＩＡ　Ｓｅｌｅｃｔ,ＡＮＴＡ,12,unique_match,1,株式会社ＭＩＡ　Ｓｅｌｅｃｔ,2010401109560,〒106-0045 東京都港区麻布十番１丁目５番１０号
6852,第３種,平成26年11月13日,株式会社ＴＲＡＶＥＬ　ＮＯＡＨ(旅まる),株式会社ＴＲＡＶＥＬ　ＮＯＡＨ,ＡＮＴＡ,12,unique_match,1,株式会社ＴＲＡＶＥＬ　ＮＯＡＨ,9011001100622,〒145-0066 東京都大田区南雪谷１丁目３－１１－５号
6854,第２種,平成26年11月20日,日本ホテル株式会社,日本ホテル株式会社,ＡＮＴＡ,12,unique_match,1,日本ホテル株式会社,7013301000925,〒171-0021 東京都豊島区西池袋１丁目６番１号
6856,第３種,平成26年12月04日,株式会社ＪＶ　Ａｓｉａ,株式会社ＪＶ　Ａｓｉａ,,12,unique_match,1,株式会社ＪＶ　Ａｓｉａ,7011101071195,〒160-0022 東京都新宿区新宿２丁目６番４号
6857,第３種,平成08年05月30日,株式会社オーティーシージャパン,株式会社オーティーシージャパン,ＡＮＴＡ,12,unique_match,1,株式会社オーティーシージャパン,4013301013756,〒170-0013 東京都豊島区東池袋１丁目３１番１０号
6858,第３種,平成22年04月01日,日信観光株式会社,日信観光株式会社,ＡＮＴＡ,12,unique_match,1,日信観光株式会社,6040001050308,〒110-0015 東京都台東区東上野６丁目２３－９豊田シャルム３０１号
6863,第３種,平成26年12月25日,佐藤　宏(オフィスサトウインターナショナル),佐藤　宏,,12,not_found,0,,,
6864,第２種,平成26年12月25日,株式会社トラン(トランタクシー予約センター),株式会社トラン,ＡＮＴＡ,12,duplicate_name,3,,,
6868,第３種,平成27年01月08日,株式会社キックオフプランニング,株式会社キックオフプランニング,ＡＮＴＡ,12,unique_match,1,株式会社キックオフプランニング,1011001102394,〒171-0014 東京都豊島区池袋２丁目１８－１
6871,第３種,平成27年01月08日,株式会社日本サービスセンター(ウェルライフトラベル),株式会社日本サービスセンター,,12,duplicate_name,3,,,
6872,第２種,平成27年01月08日,株式会社伊東園ホテルズ(伊東園ホテルズ旅行センター),株式会社伊東園ホテルズ,,12,unique_match,1,株式会社伊東園ホテルズ,9013301036026,〒171-0022 東京都豊島区南池袋１丁目１０番１３号
6874,第３種,平成27年01月08日,斉藤　健(雅),斉藤　健,ＡＮＴＡ,12,not_found,0,,,
6875,第２種,平成27年01月08日,ＨＩＴＯＷＡケアサービス株式会社(イリーゼライフスタイル),ＨＩＴＯＷＡケアサービス株式会社,,12,unique_match,1,ＨＩＴＯＷＡケアサービス株式会社,5013301023242,〒108-0075 東京都港区港南２丁目１５番３号
6876,第２種,平成27年01月15日,未来Ｂ計画株式会社(みらいトラベル),未来Ｂ計画株式会社,ＪＡＴＡ,12,unique_match,1,未来Ｂ計画株式会社,5010001161075,〒160-0023 東京都新宿区西新宿７丁目５番６号
6877,第３種,平成27年01月15日,株式会社エイチ・アンド・エイ,株式会社エイチ・アンド・エイ,ＡＮＴＡ,12,duplicate_name,4,,,
6879,第２種,平成27年01月15日,株式会社ＳＰＩＣＥ　ＳＥＲＶＥ,株式会社ＳＰＩＣＥ　ＳＥＲＶＥ,ＪＡＴＡ,12,unique_match,1,株式会社ＳＰＩＣＥ　ＳＥＲＶＥ,6010401092200,〒108-0022 東京都港区海岸３丁目１８番２１号
6883,第２種,平成27年01月22日,イーストグループ株式会社,イーストグループ株式会社,,12,duplicate_name,2,,,
6889,第２種,平成27年02月12日,株式会社ＨＹＫ,株式会社ＨＹＫ,ＪＡＴＡ,12,duplicate_name,13,,,
6890,第２種,平成27年02月19日,株式会社ワップ,株式会社ワップ,ＡＮＴＡ,12,duplicate_name,4,,,
6891,第２種,平成27年02月19日,株式会社くらしの友(くらしの友トラベル),株式会社くらしの友,,12,duplicate_name,4,,,
6892,第２種,平成26年01月23日,株式会社地球旅行社,株式会社地球旅行社,ＡＮＴＡ,12,unique_match,1,株式会社地球旅行社,2020001102015,〒103-0025 東京都中央区日本橋茅場町１丁目９番４号長寿ビル３階
6893,第３種,平成27年02月19日,株式会社オーエムプラス(ＯＭ traveller),株式会社オーエムプラス,ＪＡＴＡ,12,unique_match,1,株式会社オーエムプラス,1010401043802,〒104-0061 東京都中央区銀座４丁目１０番１６号
6894,第２種,平成27年02月19日,株式会社クルーズシステムアルファ,株式会社クルーズシステムアルファ,ＡＮＴＡ,12,unique_match,1,株式会社クルーズシステムアルファ,4010001164401,〒102-0084 東京都千代田区二番町１番２
6895,第３種,平成27年02月19日,株式会社ＵＳＥＮ-ＡＬＭＥＸ,株式会社ＵＳＥＮ-ＡＬＭＥＸ,,12,not_found,0,,,
6898,第３種,平成27年03月05日,三陽自動車株式会社,三陽自動車株式会社,,12,duplicate_name,4,,,
6902,第２種,平成27年03月12日,ライフイズテック株式会社,ライフイズテック株式会社,,12,unique_match,1,ライフイズテック株式会社,8013201017151,〒106-0047 東京都港区南麻布２丁目１２番３号南麻布ビル１Ｆ
6904,第３種,平成27年03月19日,株式会社アイ・ティ・エス(ｉトラベルスクエア),株式会社アイ・ティ・エス,,12,duplicate_name,15,,,
6905,第３種,平成27年03月19日,株式会社アイエス,株式会社アイエス,,12,duplicate_name,121,,,
6906,第３種,平成27年03月26日,桜旅行株式会社,桜旅行株式会社,ＡＮＴＡ,12,unique_match,1,桜旅行株式会社,2011401017596,〒170-0003 東京都豊島区駒込１丁目２５番２号－１０１号
6907,第３種,平成27年03月26日,櫻澤　香(ストリームツアーズ),櫻澤　香,ＡＮＴＡ,12,not_found,0,,,
6908,第３種,平成27年03月26日,有限会社海弘商事,有限会社海弘商事,ＪＡＴＡ,12,unique_match,1,有限会社海弘商事,6010802003342,〒145-0061 東京都大田区石川町２丁目９番３号
6910,第３種,平成27年04月02日,東馬国際株式会社(東馬観光サービス),東馬国際株式会社,ＡＮＴＡ,12,unique_match,1,東馬国際株式会社,2010601046892,〒171-0021 東京都豊島区西池袋３丁目２７番３－４階
6911,第３種,平成27年04月02日,株式会社Ｃ＆Ｒトラベル(Ｌｕｘｕｒｙ　Ｔｒａｖｅｌ　Ｊａｐａｎ),株式会社Ｃ＆Ｒトラベル,ＡＮＴＡ,12,unique_match,1,株式会社Ｃ＆Ｒトラベル,5012301009929,〒194-0022 東京都町田市森野１丁目２６－１４ライオンズマンション町田森野２０３号室
6912,第３種,平成27年04月02日,斉藤　里美(白神ジャーニー旅行社),斉藤　里美,ＡＮＴＡ,12,not_found,0,,,
6913,第２種,平成15年01月30日,春日　やよい　(リズムトラベル),春日　やよい,ＡＮＴＡ,12,not_found,0,,,
6914,第２種,平成27年04月09日,株式会社バリューＨＲ,株式会社バリューＨＲ,ＡＮＴＡ,12,unique_match,1,株式会社バリューＨＲ,7011001036950,〒151-0051 東京都渋谷区千駄ヶ谷５丁目２１番１４号
6916,第３種,平成27年04月09日,ピーストラベルインターナショナル株式会社,ピーストラベルインターナショナル株式会社,,12,unique_match,1,ピーストラベルインターナショナル株式会社,4011101072485,〒169-0075 東京都新宿区高田馬場４丁目１７番１５号東陽ビルディング８０２
6917,第３種,平成27年04月09日,株式会社ＧＥＭＣＯ,株式会社ＧＥＭＣＯ,,12,duplicate_name,2,,,
6920,第３種,平成27年04月09日,有限会社マクシスプランニング,有限会社マクシスプランニング,ＡＮＴＡ,12,unique_match,1,有限会社マクシスプランニング,8010402026717,〒108-0073 東京都港区三田２丁目１９－２１
6921,第２種,平成27年04月16日,株式会社ヒト・コミュニケーションズ,株式会社ヒト・コミュニケーションズ,,12,unique_match,1,株式会社ヒト・コミュニケーションズ,8013301016185,〒170-0013 東京都豊島区東池袋１丁目９番６号
6923,第２種,平成27年04月16日,エアーチョイス株式会社,エアーチョイス株式会社,ＡＮＴＡ,12,unique_match,1,エアーチョイス株式会社,5010401116604,〒108-0023 東京都港区芝浦３丁目１４－５
6924,第３種,平成27年04月16日,昭友商事株式会社(昭友トラベル),昭友商事株式会社,ＡＮＴＡ,12,duplicate_name,2,,,
6925,第３種,平成27年04月16日,株式会社ティーエーエス,株式会社ティーエーエス,,12,duplicate_name,7,,,
6927,第３種,平成27年04月23日,ユタカ観光株式会社,ユタカ観光株式会社,ＡＮＴＡ,12,unique_match,1,ユタカ観光株式会社,9011701018528,〒133-0051 東京都江戸川区北小岩６丁目５３－２
6928,第３種,平成27年04月23日,ポラリス株式会社,ポラリス株式会社,ＡＮＴＡ,12,duplicate_name,33,,,
6930,第３種,平成27年04月23日,エー・シー・イー株式会社,エー・シー・イー株式会社,,12,unique_match,1,エー・シー・イー株式会社,5010501037320,〒110-0005 東京都台東区上野７丁目２番地８号
6934,第３種,平成27年04月30日,株式会社ふくねこ(メイトラベル),株式会社ふくねこ,ＡＮＴＡ,12,unique_match,1,株式会社ふくねこ,9011801028360,〒123-0872 東京都足立区江北７丁目１８番１１号
6936,第２種,平成27年04月30日,株式会社アイセルネットワークス,株式会社アイセルネットワークス,ＪＡＴＡ,12,unique_match,1,株式会社アイセルネットワークス,9010001074372,〒100-0005 東京都千代田区丸の内１丁目６番２号新丸の内センタービルディング１１Ｆ
6941,第２種,平成27年05月21日,株式会社ゴルフダイジェスト・オンライン,株式会社ゴルフダイジェスト・オンライン,,12,unique_match,1,株式会社ゴルフダイジェスト・オンライン,9010401040981,〒141-0022 東京都品川区東五反田２丁目１０番２号
6943,第３種,平成27年05月28日,花谷　一郎(スカイヴァイン),花谷　一郎,,12,not_found,0,,,
6947,地域限定,平成27年06月11日,株式会社スペースゲート,株式会社スペースゲート,,12,unique_match,1,株式会社スペースゲート,1011001104911,〒101-0054 東京都千代田区神田錦町２丁目９番大新ビル５０３
6951,第３種,平成27年06月18日,ＪＡＬＡＮ－ＪＡＬＡＮ　ＴＲＡＶＥＬ株式会社,ＪＡＬＡＮ－ＪＡＬＡＮ　ＴＲＡＶＥＬ株式会社,ＪＡＴＡ,12,unique_match,1,ＪＡＬＡＮ－ＪＡＬＡＮ　ＴＲＡＶＥＬ株式会社,2011101072322,〒146-0085 東京都大田区久が原３丁目１３－４
6952,第２種,平成27年06月18日,株式会社多摩情報メディア,株式会社多摩情報メディア,ＪＡＴＡ,12,unique_match,1,株式会社多摩情報メディア,2012801000885,〒190-0012 東京都立川市曙町２丁目８番２９号
6954,第３種,平成27年06月18日,有限会社ビジョンブリッジ,有限会社ビジョンブリッジ,,12,unique_match,1,有限会社ビジョンブリッジ,3011102030410,〒162-0833 東京都新宿区箪笥町４３
6956,第３種,平成27年06月18日,ジェイメッセージ株式会社,ジェイメッセージ株式会社,ＪＡＴＡ,12,unique_match,1,ジェイメッセージ株式会社,9010401112129,〒113-0033 東京都文京区本郷５丁目１番３号
6958,第３種,平成27年07月02日,株式会社メイズ,株式会社メイズ,ＡＮＴＡ,12,duplicate_name,14,,,
6963,第２種,平成27年07月23日,ジャパントラベルイースト株式会社(Ｊ　ＴＲＡＶＥＬ),ジャパントラベルイースト株式会社,ＡＮＴＡ,12,unique_match,1,ジャパントラベルイースト株式会社,7011001105805,〒151-0071 東京都渋谷区本町３丁目３９番３号
6964,第３種,平成27年07月23日,中商視野株式会社(視野の旅),中商視野株式会社,,12,not_found,0,,,
6967,第３種,平成27年07月30日,雅縁株式会社,雅縁株式会社,,12,unique_match,1,雅縁株式会社,1010001167357,〒104-0061 東京都中央区銀座７丁目１５番７号４０１室
6973,第３種,平成27年08月06日,株式会社ユーラストラベル,株式会社ユーラストラベル,ＪＡＴＡ,12,unique_match,1,株式会社ユーラストラベル,4010401118865,〒108-0023 東京都港区芝浦３丁目１７番１１号
6974,第３種,平成27年08月13日,株式会社たび職人,株式会社たび職人,,12,unique_match,1,株式会社たび職人,5012701013118,〒202-0015 東京都西東京市保谷町１丁目１０番７号
6975,第２種,平成27年08月13日,株式会社ルックツアー,株式会社ルックツアー,ＡＮＴＡ,12,unique_match,1,株式会社ルックツアー,5010001169036,〒101-0061 東京都千代田区神田三崎町３丁目２番１７号
6978,第３種,平成27年08月20日,株式会社ビューグラント,株式会社ビューグラント,,12,duplicate_name,2,,,
6982,第２種,平成27年08月20日,日中国際旅行社株式会社,日中国際旅行社株式会社,ＪＡＴＡ,12,unique_match,1,日中国際旅行社株式会社,4010001168410,〒104-0044 東京都中央区明石町４番５号
6983,第２種,平成27年08月27日,株式会社Ｊａｐａｎ　Ｇｕｉｄｅｓ　Ｇｒｏｕｐ,株式会社Ｊａｐａｎ　Ｇｕｉｄｅｓ　Ｇｒｏｕｐ,ＡＮＴＡ,12,unique_match,1,株式会社Ｊａｐａｎ　Ｇｕｉｄｅｓ　Ｇｒｏｕｐ,1011301021253,〒202-0003 東京都西東京市北町２丁目１６－２４－１０２
6987,第２種,平成27年08月27日,株式会社ビズフォース,株式会社ビズフォース,ＡＮＴＡ,12,duplicate_name,3,,,
6989,第３種,平成27年09月03日,一般財団法人日本国際協力センター,一般財団法人日本国際協力センター,ＡＮＴＡ,12,unique_match,1,一般財団法人日本国際協力センター,6011105000218,〒160-0023 東京都新宿区西新宿２丁目７番１号
6990,第３種,平成27年09月03日,株式会社エイチエムジャパン,株式会社エイチエムジャパン,,12,unique_match,1,株式会社エイチエムジャパン,3011001104125,〒141-0021 東京都品川区上大崎２丁目１６番２号スペースジョイビル
6991,第３種,平成27年09月03日,萩生田観光株式会社,萩生田観光株式会社,ＡＮＴＡ,12,unique_match,1,萩生田観光株式会社,3010101003170,〒192-0355 東京都八王子市堀之内３丁目２９番地２０
6992,第３種,平成27年09月03日,株式会社ＹＵＭＥプラン,株式会社ＹＵＭＥプラン,ＡＮＴＡ,12,unique_match,1,株式会社ＹＵＭＥプラン,5011801030238,〒125-0054 東京都葛飾区高砂３丁目１番１号
6993,第３種,平成27年09月03日,ワンアップ株式会社,ワンアップ株式会社,ＡＮＴＡ,13,duplicate_name,2,,,
6995,第３種,平成27年09月10日,株式会社フロンティア(フロンティアトラベル),株式会社フロンティア,ＡＮＴＡ,13,duplicate_name,564,,,
6996,第２種,平成27年09月10日,野村不動産ライフ＆スポーツ株式会社,野村不動産ライフ＆スポーツ株式会社,ＪＡＴＡ,13,unique_match,1,野村不動産ライフ＆スポーツ株式会社,5011001068418,〒164-0012 東京都中野区本町１丁目３２番２号
7000,第３種,平成27年09月24日,新旅株式会社,新旅株式会社,,13,unique_match,1,新旅株式会社,6011101073192,〒169-0072 東京都新宿区大久保２丁目６番１７－９０１号
7001,第３種,平成27年09月24日,カラーズ商事株式会社(カラーズ商旅),カラーズ商事株式会社,ＡＮＴＡ,13,unique_match,1,カラーズ商事株式会社,4010501037057,〒111-0036 東京都台東区松が谷４丁目２７－１５
7002,第２種,平成27年09月24日,デスティネーション・リゾーツ＆ホテルズ・マネジメント株式会社,デスティネーション・リゾーツ＆ホテルズ・マネジメント株式会社,ＪＡＴＡ,13,unique_match,1,デスティネーション・リゾーツ＆ホテルズ・マネジメント株式会社,4120001066743,〒108-0075 東京都港区港南２丁目１５番３号
7005,第３種,平成27年10月01日,ＢＯＪ株式会社,ＢＯＪ株式会社,,13,unique_match,1,ＢＯＪ株式会社,7012401025881,〒104-0032 東京都中央区八丁堀３丁目１４番４号八丁堀サード７Ｆ
